ID,School,RouteNumber,SafePassage
610146,REVERE,11,"<MultiGeometry><LineString><coordinates>-87.599443,41.764129,0.0 -87.599709,41.764125,0.0 -87.600036,41.764123,0.0 -87.600054,41.764123,0.0 -87.600411,41.764119,0.0 -87.600656,41.764116,0.0 -87.600889,41.764113,0.0 -87.601098,41.764111,0.0 -87.60127,41.76411,0.0 -87.60147,41.764108,0.0 -87.601869,41.764108,0.0</coordinates></LineString><LineString><coordinates>-87.595765,41.762344,0.0 -87.596024,41.76234,0.0 -87.596376,41.762337,0.0 -87.596446,41.762336,0.0 -87.596726,41.762333,0.0 -87.596982,41.76233,0.0 -87.597192,41.762328,0.0 -87.597513,41.762326,0.0 -87.59755,41.762326,0.0 -87.59759,41.762325,0.0 -87.597953,41.762321,0.0 -87.598185,41.762319,0.0 -87.598356,41.762317,0.0 -87.598625,41.762314,0.0 -87.598802,41.762312,0.0 -87.599012,41.76231,0.0 -87.5994,41.762306,0.0 -87.599407,41.762715,0.0 -87.599409,41.76278,0.0 -87.599414,41.762983,0.0 -87.599419,41.763162,0.0 -87.599426,41.763464,0.0 -87.599432,41.763722,0.0 -87.599438,41.763923,0.0 -87.599443,41.764129,0.0</coordinates></LineString><LineString><coordinates>-87.598234,41.764142,0.0 -87.59838,41.76414,0.0 -87.598664,41.764139,0.0 -87.598842,41.764136,0.0 -87.599097,41.764133,0.0 -87.599443,41.764129,0.0</coordinates></LineString><LineString><coordinates>-87.5995,41.765864,0.0 -87.599471,41.765286,0.0 -87.599463,41.764932,0.0 -87.599453,41.764577,0.0 -87.59945,41.764418,0.0 -87.599443,41.764154,0.0 -87.599443,41.764129,0.0</coordinates></LineString></MultiGeometry>"
610108,OTOOLE,12,"<MultiGeometry><LineString><coordinates>-87.67354,41.764814,0.0 -87.673845,41.764811,0.0 -87.674531,41.764809,0.0 -87.674751,41.764807,0.0 -87.674962,41.764804,0.0 -87.675763,41.764794,0.0 -87.675966,41.764792,0.0 -87.676212,41.764788,0.0 -87.677067,41.764779,0.0</coordinates></LineString><LineString><coordinates>-87.671108,41.764842,0.0 -87.671369,41.764839,0.0 -87.67172,41.764835,0.0 -87.672161,41.76483,0.0 -87.672324,41.764828,0.0 -87.672929,41.764821,0.0 -87.673344,41.764816,0.0 -87.67354,41.764814,0.0</coordinates></LineString><LineString><coordinates>-87.675034,41.775698,0.0 -87.675028,41.775541,0.0 -87.675003,41.774556,0.0 -87.674987,41.773981,0.0 -87.674984,41.773884,0.0 -87.674833,41.773886,0.0 -87.674374,41.773891,0.0 -87.673992,41.773896,0.0 -87.673762,41.773899,0.0 -87.67376,41.773777,0.0 -87.673725,41.7725,0.0 -87.673719,41.772278,0.0 -87.673719,41.772084,0.0 -87.673718,41.771941,0.0 -87.673711,41.771628,0.0 -87.673707,41.771466,0.0 -87.673703,41.771287,0.0 -87.673699,41.771177,0.0 -87.673695,41.771055,0.0 -87.673687,41.770721,0.0 -87.673682,41.770495,0.0 -87.673674,41.770267,0.0 -87.673668,41.770122,0.0 -87.673661,41.769812,0.0 -87.673654,41.769534,0.0 -87.673651,41.769365,0.0 -87.673649,41.769252,0.0 -87.673642,41.768907,0.0 -87.673636,41.768628,0.0 -87.673631,41.768449,0.0 -87.673627,41.768322,0.0 -87.673619,41.767996,0.0 -87.673611,41.767661,0.0 -87.673608,41.767541,0.0 -87.673606,41.767452,0.0 -87.673597,41.767086,0.0 -87.673589,41.766754,0.0 -87.673586,41.766631,0.0 -87.673583,41.766522,0.0 -87.673574,41.766179,0.0 -87.673566,41.765916,0.0 -87.673561,41.765725,0.0 -87.673555,41.765512,0.0 -87.67355,41.765272,0.0 -87.673543,41.764968,0.0 -87.67354,41.764814,0.0</coordinates></LineString></MultiGeometry>"
609900,CURTIS,13,"<MultiGeometry><LineString><coordinates>-87.622895,41.68533,0.0 -87.62289,41.685114,0.0 -87.622883,41.684879,0.0 -87.622882,41.684834,0.0 -87.622871,41.684528,0.0 -87.622858,41.684146,0.0 -87.622858,41.684143,0.0 -87.622857,41.684116,0.0 -87.622847,41.683754,0.0 -87.62284,41.683515,0.0 -87.622831,41.683235,0.0 -87.622824,41.68305,0.0 -87.622823,41.683017,0.0 -87.622819,41.682894,0.0 -87.622814,41.682777,0.0 -87.622809,41.682552,0.0 -87.622805,41.682365,0.0 -87.622797,41.682158,0.0 -87.622792,41.681972,0.0 -87.622789,41.681863,0.0 -87.622781,41.681643,0.0 -87.622776,41.681493,0.0 -87.622765,41.681195,0.0 -87.622756,41.680946,0.0 -87.622748,41.680683,0.0 -87.622747,41.680678,0.0 -87.62274,41.68045,0.0 -87.622733,41.680249,0.0 -87.622727,41.680052,0.0 -87.622722,41.679858,0.0 -87.622717,41.679668,0.0 -87.622713,41.679489,0.0 -87.622708,41.679336,0.0 -87.622701,41.679146,0.0 -87.622694,41.678943,0.0 -87.622691,41.678837,0.0 -87.622685,41.678628,0.0 -87.622681,41.678488,0.0 -87.622673,41.678265,0.0 -87.622664,41.678034,0.0</coordinates></LineString><LineString><coordinates>-87.618056,41.685383,0.0 -87.618199,41.685381,0.0 -87.61851,41.685378,0.0 -87.618733,41.685375,0.0 -87.61899,41.685372,0.0 -87.619714,41.685363,0.0 -87.620019,41.685359,0.0 -87.620205,41.685357,0.0 -87.620211,41.685357,0.0 -87.620502,41.685356,0.0 -87.62081,41.685354,0.0 -87.621037,41.685353,0.0 -87.621245,41.685349,0.0 -87.62141,41.685347,0.0 -87.621522,41.685345,0.0 -87.621561,41.685345,0.0 -87.621895,41.685341,0.0 -87.622172,41.685338,0.0 -87.62234,41.685336,0.0 -87.622616,41.685332,0.0 -87.622895,41.68533,0.0</coordinates></LineString><LineString><coordinates>-87.625232,41.68164,0.0 -87.625238,41.681841,0.0 -87.625241,41.681944,0.0 -87.625243,41.681987,0.0 -87.625246,41.682069,0.0 -87.625248,41.682129,0.0 -87.625257,41.682374,0.0 -87.625261,41.682522,0.0 -87.625265,41.682694,0.0 -87.625268,41.682829,0.0 -87.625272,41.682977,0.0 -87.625273,41.683043,0.0 -87.625279,41.683196,0.0 -87.62529,41.683455,0.0 -87.625299,41.683758,0.0 -87.625307,41.68399,0.0 -87.625316,41.6843,0.0 -87.625323,41.684546,0.0 -87.625332,41.684844,0.0 -87.625332,41.684853,0.0 -87.625336,41.685001,0.0 -87.625344,41.6853,0.0 -87.625105,41.685301,0.0 -87.625086,41.685302,0.0 -87.625084,41.685302,0.0 -87.624812,41.685305,0.0 -87.624794,41.685305,0.0 -87.624589,41.685308,0.0 -87.624418,41.68531,0.0 -87.624126,41.685314,0.0 -87.623883,41.685316,0.0 -87.623679,41.68532,0.0 -87.623491,41.685323,0.0 -87.623292,41.685326,0.0 -87.623145,41.685327,0.0 -87.622895,41.68533,0.0</coordinates></LineString></MultiGeometry>"
609971,HARVARD,16,"<MultiGeometry><LineString><coordinates>-87.63328,41.758105,0.0 -87.633431,41.758103,0.0 -87.633681,41.758099,0.0 -87.633685,41.758099,0.0 -87.633877,41.758096,0.0 -87.634043,41.758093,0.0 -87.634213,41.75809,0.0 -87.634286,41.758089,0.0 -87.634491,41.758085,0.0 -87.634697,41.758081,0.0 -87.635062,41.758075,0.0 -87.635411,41.75807,0.0 -87.635707,41.758065,0.0 -87.635934,41.758062,0.0 -87.636235,41.758057,0.0 -87.636435,41.758055,0.0 -87.63652,41.758054,0.0 -87.636597,41.758052,0.0 -87.636759,41.758049,0.0 -87.636955,41.758047,0.0</coordinates></LineString><LineString><coordinates>-87.632871,41.758111,0.0 -87.63328,41.758105,0.0</coordinates></LineString><LineString><coordinates>-87.633365,41.761744,0.0 -87.633362,41.761584,0.0 -87.633354,41.76126,0.0 -87.633348,41.761003,0.0 -87.633342,41.760735,0.0 -87.633335,41.7604,0.0 -87.633331,41.760198,0.0 -87.633324,41.759927,0.0 -87.633321,41.759795,0.0 -87.633316,41.759571,0.0 -87.633307,41.759183,0.0 -87.633299,41.758899,0.0 -87.633291,41.758609,0.0 -87.633289,41.758544,0.0 -87.633285,41.758375,0.0 -87.63328,41.758105,0.0</coordinates></LineString><LineString><coordinates>-87.63283,41.756287,0.0 -87.632834,41.756405,0.0 -87.632836,41.75653,0.0 -87.632839,41.756656,0.0 -87.632842,41.756839,0.0 -87.632844,41.756976,0.0 -87.632847,41.757125,0.0 -87.632851,41.757285,0.0 -87.632855,41.757445,0.0 -87.632856,41.757502,0.0 -87.632859,41.757622,0.0 -87.632871,41.758111,0.0</coordinates></LineString><LineString><coordinates>-87.629629,41.758163,0.0 -87.629878,41.758158,0.0 -87.630222,41.758154,0.0 -87.630448,41.758149,0.0 -87.630563,41.758147,0.0 -87.630876,41.758143,0.0 -87.631383,41.758136,0.0 -87.631624,41.758133,0.0 -87.632051,41.758125,0.0 -87.632058,41.758125,0.0 -87.632067,41.758125,0.0 -87.632237,41.758121,0.0 -87.63252,41.758117,0.0 -87.632871,41.758111,0.0</coordinates></LineString><LineString><coordinates>-87.633365,41.761744,0.0 -87.63357,41.761741,0.0 -87.633966,41.761734,0.0 -87.634173,41.761731,0.0 -87.634581,41.761725,0.0</coordinates></LineString><LineString><coordinates>-87.629657,41.761804,0.0 -87.630017,41.761798,0.0 -87.630345,41.761794,0.0 -87.630688,41.761788,0.0 -87.630923,41.761785,0.0 -87.631242,41.76178,0.0 -87.631528,41.761775,0.0 -87.631822,41.76177,0.0 -87.632132,41.761766,0.0 -87.632242,41.761764,0.0 -87.632526,41.761759,0.0 -87.632932,41.761752,0.0 -87.633121,41.761748,0.0 -87.633365,41.761744,0.0</coordinates></LineString><LineString><coordinates>-87.633447,41.765384,0.0 -87.63344,41.765115,0.0 -87.633434,41.764846,0.0 -87.633429,41.764615,0.0 -87.633425,41.764451,0.0 -87.633423,41.764367,0.0 -87.633423,41.764348,0.0 -87.633415,41.764001,0.0 -87.633409,41.76366,0.0 -87.633406,41.76356,0.0 -87.633401,41.76343,0.0 -87.633396,41.763117,0.0 -87.633389,41.762782,0.0 -87.633382,41.762479,0.0 -87.633374,41.762177,0.0 -87.633367,41.761898,0.0 -87.633365,41.761744,0.0</coordinates></LineString></MultiGeometry>"
610530,SOUTH SHORE,17,"<LineString><coordinates>-87.591134,41.771474,0.0 -87.591132,41.77137,0.0 -87.591126,41.771123,0.0 -87.591122,41.770962,0.0 -87.591119,41.77084,0.0 -87.591118,41.770771,0.0 -87.591116,41.770681,0.0 -87.591112,41.770546,0.0 -87.591108,41.770381,0.0 -87.591105,41.770263,0.0 -87.591101,41.770068,0.0 -87.591096,41.769868,0.0 -87.591094,41.769791,0.0 -87.59109,41.769649,0.0 -87.591084,41.769416,0.0 -87.591081,41.769292,0.0 -87.591076,41.769129,0.0 -87.591072,41.768939,0.0 -87.591068,41.768744,0.0 -87.591064,41.768532,0.0 -87.591058,41.768303,0.0 -87.591054,41.768137,0.0 -87.591051,41.768031,0.0 -87.591047,41.767838,0.0 -87.590756,41.767842,0.0 -87.590536,41.767844,0.0 -87.590425,41.767845,0.0 -87.590315,41.767846,0.0 -87.59008,41.767848,0.0 -87.589812,41.767851,0.0 -87.589503,41.767854,0.0 -87.589498,41.767658,0.0 -87.589493,41.767457,0.0 -87.589487,41.767245,0.0 -87.589482,41.767027,0.0 -87.589476,41.766814,0.0 -87.589473,41.766667,0.0 -87.589469,41.76652,0.0 -87.589465,41.766379,0.0 -87.589456,41.766125,0.0</coordinates></LineString>"
610242,BRENNEMANN,18,"<LineString><coordinates>-87.649846,41.959308,0.0 -87.649871,41.960202,0.0 -87.649877,41.960377,0.0 -87.649879,41.96045,0.0 -87.649882,41.960573,0.0 -87.649889,41.960821,0.0 -87.649893,41.960959,0.0</coordinates></LineString>"
610355,COURTENAY,19,"<MultiGeometry><LineString><coordinates>-87.663743,41.961671,0.0 -87.663952,41.961668,0.0 -87.664032,41.961667,0.0 -87.664352,41.961663,0.0 -87.664768,41.961658,0.0 -87.664941,41.961655,0.0 -87.66512,41.961653,0.0 -87.665423,41.961647,0.0 -87.665464,41.961647,0.0 -87.665791,41.961644,0.0 -87.665959,41.961642,0.0 -87.666161,41.96164,0.0 -87.666322,41.961638,0.0 -87.666838,41.961632,0.0 -87.666955,41.96163,0.0 -87.667149,41.961628,0.0 -87.667506,41.961623,0.0 -87.667732,41.96162,0.0 -87.66784,41.961618,0.0 -87.668003,41.961616,0.0 -87.668489,41.961612,0.0 -87.668511,41.961612,0.0 -87.66876,41.961607,0.0 -87.668782,41.961607,0.0 -87.669068,41.961602,0.0 -87.669264,41.961599,0.0</coordinates></LineString><LineString><coordinates>-87.660978,41.961707,0.0 -87.66118,41.961704,0.0 -87.661581,41.961699,0.0 -87.661651,41.961698,0.0 -87.662014,41.961692,0.0 -87.662148,41.96169,0.0 -87.662336,41.961688,0.0 -87.662532,41.961686,0.0 -87.662596,41.961686,0.0 -87.66303,41.96168,0.0 -87.663053,41.96168,0.0 -87.663407,41.961675,0.0 -87.663518,41.961673,0.0 -87.663743,41.961671,0.0</coordinates></LineString><LineString><coordinates>-87.662566,41.963508,0.0 -87.663761,41.963493,0.0 -87.66376,41.963384,0.0 -87.663756,41.963109,0.0 -87.663755,41.962966,0.0 -87.663753,41.962762,0.0 -87.66375,41.962511,0.0 -87.663749,41.962391,0.0 -87.663747,41.962188,0.0 -87.663747,41.962116,0.0 -87.663743,41.961671,0.0</coordinates></LineString><LineString><coordinates>-87.659643,41.963525,0.0 -87.65965,41.96353,0.0 -87.659668,41.963539,0.0 -87.659683,41.963544,0.0 -87.659703,41.963547,0.0 -87.659833,41.963545,0.0 -87.660156,41.96354,0.0 -87.660314,41.963538,0.0 -87.660559,41.963535,0.0 -87.660996,41.96353,0.0 -87.662041,41.96352,0.0 -87.662148,41.963519,0.0</coordinates></LineString></MultiGeometry>"
609808,HALEY,21,"<MultiGeometry><LineString><coordinates>-87.63348,41.677914,0.0 -87.633767,41.677911,0.0 -87.634175,41.677907,0.0 -87.63437,41.677905,0.0 -87.634549,41.677903,0.0 -87.634687,41.677901,0.0 -87.634932,41.677898,0.0 -87.635082,41.677897,0.0 -87.635351,41.677894,0.0 -87.635546,41.677892,0.0 -87.635895,41.677888,0.0 -87.636141,41.677885,0.0 -87.636396,41.677882,0.0 -87.636642,41.67788,0.0 -87.636855,41.677877,0.0 -87.637099,41.677875,0.0 -87.637314,41.677872,0.0 -87.637757,41.677868,0.0 -87.638053,41.677864,0.0 -87.638302,41.677862,0.0</coordinates></LineString><LineString><coordinates>-87.629873,41.677955,0.0 -87.630095,41.677953,0.0 -87.630264,41.677951,0.0 -87.630468,41.677948,0.0 -87.630664,41.677946,0.0 -87.630793,41.677944,0.0 -87.631075,41.67794,0.0 -87.631268,41.677937,0.0 -87.631481,41.677935,0.0 -87.63171,41.677933,0.0 -87.631974,41.677931,0.0 -87.632118,41.67793,0.0 -87.632279,41.677928,0.0 -87.632535,41.677926,0.0 -87.632832,41.677922,0.0 -87.633027,41.67792,0.0 -87.633265,41.677917,0.0 -87.63348,41.677914,0.0</coordinates></LineString><LineString><coordinates>-87.633692,41.685197,0.0 -87.633684,41.685034,0.0 -87.633677,41.684763,0.0 -87.633676,41.684709,0.0 -87.633673,41.684588,0.0 -87.633671,41.684505,0.0 -87.633666,41.684279,0.0 -87.633661,41.684054,0.0 -87.633656,41.683866,0.0 -87.633654,41.683782,0.0 -87.633649,41.683583,0.0 -87.633643,41.683378,0.0 -87.633639,41.68325,0.0 -87.633632,41.682999,0.0 -87.633628,41.682881,0.0 -87.633624,41.682747,0.0 -87.633617,41.682508,0.0 -87.633611,41.682296,0.0 -87.633604,41.682051,0.0 -87.633603,41.682044,0.0 -87.633603,41.682038,0.0 -87.633602,41.681994,0.0 -87.633597,41.681828,0.0 -87.633595,41.681745,0.0 -87.633588,41.681551,0.0 -87.633584,41.681421,0.0 -87.633577,41.681184,0.0 -87.633574,41.681062,0.0 -87.63357,41.68093,0.0 -87.633562,41.680682,0.0 -87.633554,41.680401,0.0 -87.633551,41.680285,0.0 -87.633549,41.680219,0.0 -87.633547,41.680166,0.0 -87.633541,41.679968,0.0 -87.633537,41.679821,0.0 -87.633532,41.67973,0.0 -87.633524,41.679575,0.0 -87.633516,41.679313,0.0 -87.633512,41.679172,0.0 -87.633511,41.679109,0.0 -87.633504,41.678861,0.0 -87.633498,41.678669,0.0 -87.633493,41.67848,0.0 -87.633492,41.678452,0.0 -87.63349,41.678384,0.0 -87.633488,41.678319,0.0 -87.633484,41.678146,0.0 -87.63348,41.678031,0.0 -87.63348,41.677914,0.0</coordinates></LineString><LineString><coordinates>-87.637318,41.68515,0.0 -87.637071,41.685154,0.0 -87.636779,41.685158,0.0 -87.636522,41.685161,0.0 -87.636114,41.685163,0.0 -87.635829,41.685165,0.0 -87.635579,41.68517,0.0 -87.635314,41.685175,0.0 -87.635082,41.685179,0.0 -87.635003,41.68518,0.0 -87.6349,41.685181,0.0 -87.634607,41.685185,0.0 -87.634324,41.68519,0.0 -87.633976,41.685195,0.0 -87.633692,41.685197,0.0</coordinates></LineString><LineString><coordinates>-87.633759,41.687015,0.0 -87.633754,41.686856,0.0 -87.633746,41.686609,0.0 -87.633737,41.686364,0.0 -87.633724,41.686003,0.0 -87.633714,41.685765,0.0 -87.63371,41.685654,0.0 -87.633706,41.685546,0.0 -87.633701,41.685372,0.0 -87.633692,41.685197,0.0</coordinates></LineString></MultiGeometry>"
610223,WENTWORTH,22,"<MultiGeometry><LineString><coordinates>-87.654121,41.765065,0.0 -87.654311,41.765062,0.0 -87.654728,41.765055,0.0 -87.655185,41.765046,0.0 -87.655334,41.765043,0.0 -87.655516,41.765039,0.0 -87.65594,41.765033,0.0 -87.656365,41.765027,0.0 -87.656546,41.765024,0.0 -87.656717,41.765021,0.0 -87.657167,41.765014,0.0 -87.657199,41.765013,0.0 -87.657356,41.765011,0.0 -87.657541,41.765009,0.0 -87.657767,41.765007,0.0 -87.657974,41.765005,0.0 -87.658768,41.764993,0.0 -87.658973,41.764989,0.0 -87.659209,41.764984,0.0 -87.660034,41.76497,0.0 -87.660184,41.764969,0.0 -87.660433,41.764966,0.0 -87.660585,41.764964,0.0 -87.660776,41.764961,0.0 -87.661233,41.764954,0.0 -87.661397,41.764951,0.0</coordinates></LineString><LineString><coordinates>-87.648061,41.765155,0.0 -87.64848,41.765149,0.0 -87.648905,41.765142,0.0 -87.649273,41.765136,0.0 -87.649473,41.765132,0.0 -87.649713,41.765129,0.0 -87.649877,41.765127,0.0 -87.650032,41.765125,0.0 -87.65048,41.765119,0.0 -87.650764,41.765116,0.0 -87.651085,41.765111,0.0 -87.651092,41.765111,0.0 -87.651419,41.765105,0.0 -87.651695,41.7651,0.0 -87.651991,41.765094,0.0 -87.652304,41.765088,0.0 -87.652458,41.765085,0.0 -87.652465,41.765085,0.0 -87.652739,41.765081,0.0 -87.652903,41.765079,0.0 -87.65306,41.765078,0.0 -87.653912,41.765068,0.0 -87.654121,41.765065,0.0</coordinates></LineString><LineString><coordinates>-87.654267,41.770522,0.0 -87.654263,41.770402,0.0 -87.654231,41.769184,0.0 -87.654222,41.768853,0.0 -87.654217,41.768701,0.0 -87.654213,41.768582,0.0 -87.65419,41.767695,0.0 -87.654171,41.766979,0.0 -87.654169,41.76688,0.0 -87.654167,41.766772,0.0 -87.654149,41.766126,0.0 -87.654121,41.765065,0.0</coordinates></LineString><LineString><coordinates>-87.644419,41.765211,0.0 -87.64463,41.765207,0.0 -87.645037,41.765201,0.0 -87.645228,41.765198,0.0 -87.645636,41.765192,0.0 -87.645961,41.765187,0.0 -87.646241,41.765182,0.0 -87.646847,41.765173,0.0 -87.647148,41.765169,0.0 -87.647681,41.765161,0.0 -87.648061,41.765155,0.0</coordinates></LineString><LineString><coordinates>-87.648146,41.768792,0.0 -87.648138,41.768425,0.0 -87.648129,41.76786,0.0 -87.648117,41.76738,0.0 -87.648107,41.766975,0.0 -87.648103,41.766826,0.0 -87.6481,41.766677,0.0 -87.648097,41.766537,0.0 -87.648091,41.766287,0.0 -87.648086,41.766097,0.0 -87.648081,41.765867,0.0 -87.648076,41.765687,0.0 -87.648074,41.765607,0.0 -87.64807,41.765418,0.0 -87.648066,41.765258,0.0 -87.648061,41.765155,0.0</coordinates></LineString></MultiGeometry>"
610290,MAYS,23,"<MultiGeometry><LineString><coordinates>-87.638738,41.772576,0.0 -87.638962,41.772574,0.0 -87.639228,41.772565,0.0 -87.639431,41.772565,0.0 -87.639453,41.772565,0.0 -87.639529,41.772564,0.0 -87.639656,41.772562,0.0 -87.639687,41.772562,0.0 -87.639772,41.772562,0.0 -87.63985,41.772562,0.0 -87.640089,41.772557,0.0 -87.640095,41.772557,0.0 -87.640302,41.772553,0.0 -87.640464,41.772549,0.0 -87.640517,41.772549,0.0 -87.640683,41.772545,0.0 -87.64087,41.772541,0.0 -87.641019,41.772539,0.0 -87.641266,41.772535,0.0 -87.641416,41.772533,0.0 -87.641783,41.772527,0.0 -87.641973,41.772524,0.0 -87.642165,41.77252,0.0 -87.642315,41.772518,0.0 -87.642535,41.772514,0.0 -87.642619,41.772513,0.0 -87.642905,41.772508,0.0 -87.643221,41.772502,0.0 -87.643263,41.772502,0.0 -87.643484,41.772498,0.0 -87.643745,41.772495,0.0 -87.643977,41.772491,0.0 -87.64405,41.77249,0.0 -87.644319,41.772485,0.0 -87.644603,41.77248,0.0 -87.644804,41.772477,0.0 -87.645051,41.772472,0.0 -87.645224,41.77247,0.0 -87.645396,41.772468,0.0 -87.645819,41.772463,0.0 -87.646268,41.772457,0.0 -87.64642,41.772456,0.0 -87.64675,41.772452,0.0 -87.64703,41.772448,0.0</coordinates></LineString><LineString><coordinates>-87.64465,41.774303,0.0 -87.644242,41.774313,0.0 -87.644115,41.774315,0.0 -87.644075,41.774315,0.0 -87.643859,41.774318,0.0 -87.64365,41.774321,0.0 -87.643337,41.774324,0.0 -87.643268,41.774325,0.0 -87.64325,41.774326,0.0 -87.643202,41.774326,0.0 -87.643186,41.774326,0.0 -87.643033,41.774329,0.0 -87.64267,41.774334,0.0 -87.642565,41.774336,0.0 -87.642319,41.774337,0.0 -87.642074,41.77434,0.0 -87.641849,41.774342,0.0 -87.641592,41.774345,0.0 -87.641224,41.77435,0.0 -87.64112,41.774351,0.0 -87.640731,41.774356,0.0 -87.640403,41.77436,0.0 -87.640275,41.774361,0.0 -87.640132,41.774363,0.0 -87.639911,41.774366,0.0 -87.639836,41.774366,0.0 -87.639697,41.774366,0.0 -87.639675,41.774367,0.0 -87.639576,41.774368,0.0 -87.63943,41.77437,0.0 -87.639329,41.774371,0.0 -87.639099,41.774375,0.0 -87.638792,41.774379,0.0 -87.638789,41.774258,0.0 -87.638785,41.774113,0.0 -87.638782,41.774001,0.0 -87.638777,41.773816,0.0 -87.638775,41.773728,0.0 -87.638771,41.773576,0.0 -87.638769,41.773474,0.0 -87.638766,41.773367,0.0 -87.638762,41.773214,0.0 -87.638759,41.773095,0.0 -87.638757,41.773029,0.0 -87.638754,41.772902,0.0 -87.63875,41.772741,0.0 -87.638738,41.772576,0.0</coordinates></LineString><LineString><coordinates>-87.636858,41.774402,0.0 -87.636854,41.774262,0.0 -87.636847,41.774005,0.0 -87.636845,41.773901,0.0 -87.63684,41.773724,0.0 -87.636838,41.773668,0.0 -87.636834,41.773519,0.0 -87.636829,41.773316,0.0 -87.636827,41.773236,0.0 -87.636827,41.77322,0.0 -87.636826,41.773173,0.0 -87.636828,41.773113,0.0 -87.636836,41.773082,0.0 -87.636855,41.773031,0.0 -87.636876,41.772987,0.0 -87.636907,41.772946,0.0 -87.636926,41.772928,0.0 -87.636998,41.772859,0.0 -87.637095,41.772771,0.0 -87.63723,41.772656,0.0 -87.63728,41.7726,0.0 -87.637506,41.772598,0.0 -87.637751,41.772594,0.0 -87.638014,41.772588,0.0 -87.638053,41.772587,0.0 -87.638255,41.772582,0.0 -87.638404,41.77258,0.0 -87.638738,41.772576,0.0</coordinates></LineString></MultiGeometry>"
609793,NICHOLSON TECH ACAD,24,"<MultiGeometry><LineString><coordinates>-87.644926,41.785213,0.0 -87.645539,41.785203,0.0 -87.645882,41.785198,0.0 -87.646143,41.785194,0.0 -87.646345,41.785191,0.0 -87.646755,41.785185,0.0 -87.647148,41.78518,0.0 -87.647362,41.785176,0.0 -87.647755,41.78517,0.0 -87.647967,41.785167,0.0 -87.648422,41.785161,0.0 -87.648578,41.785159,0.0 -87.648868,41.785156,0.0 -87.649179,41.785151,0.0 -87.649577,41.785146,0.0 -87.649795,41.785142,0.0 -87.65,41.785139,0.0 -87.650394,41.785134,0.0 -87.650776,41.785128,0.0 -87.651006,41.785125,0.0 -87.651143,41.785124,0.0 -87.651524,41.785118,0.0 -87.651612,41.785117,0.0 -87.651987,41.785112,0.0 -87.652218,41.785107,0.0 -87.652253,41.785107,0.0 -87.652336,41.785105,0.0 -87.65262,41.785101,0.0 -87.652827,41.785098,0.0 -87.653009,41.785095,0.0 -87.6533,41.785093,0.0 -87.653433,41.785088,0.0 -87.653688,41.78508,0.0 -87.653937,41.785078,0.0 -87.65404,41.785072,0.0 -87.654214,41.785077,0.0 -87.654478,41.785075,0.0 -87.654647,41.785072,0.0 -87.654648,41.785076,0.0 -87.65465,41.785144,0.0 -87.654656,41.78541,0.0 -87.654663,41.785709,0.0 -87.654669,41.785969,0.0 -87.654675,41.786261,0.0 -87.654679,41.786439,0.0 -87.654682,41.78656,0.0 -87.654686,41.786803,0.0 -87.65469,41.786894,0.0 -87.654695,41.787011,0.0 -87.6547,41.787223,0.0 -87.654702,41.787351,0.0 -87.654703,41.787379,0.0 -87.654707,41.787618,0.0 -87.654712,41.787822,0.0 -87.654713,41.787853,0.0 -87.654715,41.787915,0.0 -87.654716,41.787935,0.0 -87.654721,41.78806,0.0 -87.654729,41.788279,0.0 -87.654735,41.78845,0.0 -87.654742,41.788639,0.0 -87.654743,41.788714,0.0</coordinates></LineString><LineString><coordinates>-87.644853,41.782165,0.0 -87.644852,41.782272,0.0 -87.644859,41.782494,0.0 -87.644861,41.782545,0.0 -87.644867,41.782718,0.0 -87.644872,41.782945,0.0 -87.644877,41.783164,0.0 -87.644883,41.783393,0.0 -87.644889,41.783617,0.0 -87.644893,41.783746,0.0 -87.644896,41.783976,0.0 -87.644902,41.78419,0.0 -87.644909,41.784453,0.0 -87.644912,41.784566,0.0 -87.644914,41.784695,0.0 -87.644923,41.785018,0.0 -87.644922,41.785047,0.0 -87.644923,41.785116,0.0 -87.644926,41.785213,0.0</coordinates></LineString><LineString><coordinates>-87.645022,41.788854,0.0 -87.645017,41.788693,0.0 -87.645001,41.788039,0.0 -87.645,41.788022,0.0 -87.645,41.788005,0.0 -87.644989,41.787594,0.0 -87.644987,41.78749,0.0 -87.64498,41.787233,0.0 -87.644974,41.787033,0.0 -87.644966,41.786761,0.0 -87.644958,41.786308,0.0 -87.644945,41.785834,0.0 -87.644933,41.785436,0.0 -87.644926,41.785213,0.0</coordinates></LineString></MultiGeometry>"
